MmbCode,Cluster,AnniPresenza,GareMedie,EtaUltima,AnniDaChurn
GRM056 ,4,2,3.5,39.0,4
GRN012 ,1,1,1.0,87.0,7
GRN019 ,1,1,2.0,92.0,8
GRN021 ,1,3,10.0,77.0,6
GRN023 ,1,2,9.0,83.0,7
GRN027 ,3,8,108.375,100.0,1
GRN030 ,1,1,4.0,86.0,8
GRN033 ,3,4,70.0,88.0,5
GRN037 ,0,4,96.5,92.0,5
GRN048 ,3,3,121.0,92.0,6
GRN051 ,1,2,13.0,60.0,7
GRN053 ,0,6,19.166666666666668,87.0,3
GRN054 ,1,3,13.333333333333334,75.0,6
GRN063 ,3,4,58.5,82.0,4
GRN066 ,1,1,1.0,73.0,8
GRN072 ,3,2,3.0,71.0,7
GRN081 ,1,4,49.75,76.0,5
GRN087 ,1,2,1.0,86.0,6
GRN095 ,1,3,11.0,70.0,6
GRN098 ,1,2,3.5,70.0,5
GRN099 ,1,1,1.0,68.0,8
GRN106 ,1,1,18.0,64.0,7
GRN109 ,0,5,20.4,86.0,4
GRN110 ,1,3,34.0,102.0,6
GRN112 ,1,4,17.5,95.0,5
GRN119 ,0,7,51.142857142857146,74.0,2
GRN126 ,1,2,1.0,70.0,6
GRN127 ,1,1,3.0,76.0,7
GRN128 ,1,1,2.0,69.0,6
GRN130 ,1,1,3.0,57.0,6
GRN148 ,1,2,18.5,67.0,2
GRN150 ,0,4,6.25,75.0,1
GRN156 ,1,1,4.0,74.0,4
GRN160 ,4,1,1.0,50.0,3
GRN163 ,1,3,36.333333333333336,92.0,6
GRN167 ,1,1,1.0,63.0,3
GRN172 ,1,1,1.0,59.0,2
GRN173 ,1,2,24.5,90.0,7
GRN194 ,1,4,10.0,89.0,5
GRN196 ,1,3,11.333333333333334,87.0,6
GRN199 ,1,4,11.25,99.0,5
GRN202 ,1,1,1.0,73.0,2
GRN213 ,1,1,5.0,95.0,8
GRN219 ,0,4,2.25,78.0,1
GRN224 ,0,5,20.0,81.0,4
GRN237 ,1,1,2.0,78.0,8
GRN245 ,3,3,66.66666666666667,86.0,6
GRN252 ,1,1,1.0,85.0,2
GRN256 ,1,1,2.0,68.0,2
GRN258 ,1,2,2.0,89.0,2
GRN271 ,1,1,1.0,82.0,6
GRN286 ,0,7,29.714285714285715,77.0,2
GRN304 ,3,4,120.0,88.0,5
GRN309 ,1,1,30.0,90.0,8
GRN311 ,3,5,79.2,82.0,4
GRN314 ,1,4,22.25,94.0,5
GRN320 ,1,1,1.0,81.0,6
GRN342 ,1,4,12.5,84.0,5
GRN373 ,3,5,123.4,77.0,4
GRN374 ,1,1,6.0,85.0,7
GRN379 ,3,7,137.14285714285714,95.0,2
GRN390 ,1,1,5.0,86.0,8
GRN414 ,1,1,4.0,89.0,8
GRN425 ,1,2,8.5,92.0,6
GRN431 ,1,2,10.5,86.0,7
GRN457 ,1,1,5.0,76.0,6
GRN458 ,1,1,18.0,82.0,7
GRN460 ,0,6,14.666666666666666,87.0,3
GRN465 ,1,3,29.666666666666668,91.0,6
GRN497 ,1,4,52.75,87.0,5
GRN515 ,1,1,2.0,67.0,7
GRN595 ,0,7,5.857142857142857,81.0,1
GRN597 ,1,2,8.5,89.0,6
GRN622 ,1,4,8.0,87.0,5
GRN628 ,0,5,54.2,68.0,4
GRN645 ,1,1,3.0,67.0,7
GRN653 ,0,8,38.375,73.0,1
GRN656 ,1,1,3.0,75.0,6
GRN658 ,1,1,15.0,96.0,7
GRN663 ,1,3,35.333333333333336,79.0,6
GRN686 ,0,8,17.0,80.0,1
GRN687 ,0,3,1.3333333333333333,73.0,1
GRN691 ,1,2,10.5,93.0,7
GRN696 ,1,1,3.0,79.0,6
GRN704 ,4,1,2.0,22.0,7
GRN707 ,1,1,6.0,63.0,8
GRN708 ,1,1,1.0,69.0,7
GRN710 ,1,1,1.0,63.0,7
GRN713 ,0,8,58.25,63.0,1
GRN716 ,1,4,11.0,73.0,5
GRN719 ,0,8,20.625,75.0,1
GRN720 ,4,1,4.0,20.0,7
GRN725 ,4,2,13.0,41.0,7
GRN726 ,4,1,4.0,18.0,7
GRN727 ,4,1,3.0,24.0,7
GRN728 ,4,1,2.0,26.0,7
GRN729 ,4,1,2.0,24.0,7
GRN732 ,4,1,1.0,17.0,7
GRN733 ,4,1,1.0,33.0,7
GRN734 ,4,1,1.0,19.0,6
GRP005 ,1,1,10.0,82.0,8
GRP008 ,1,1,4.0,83.0,8
GRP010 ,1,2,29.0,93.0,7
GRP013 ,3,4,162.25,88.0,5
GRP014 ,1,2,15.5,78.0,7
GRP017 ,1,4,44.0,88.0,5
GRP018 ,0,6,102.0,80.0,3
GRP020 ,1,1,9.0,69.0,3
GRP023 ,1,4,23.5,89.0,5
GRP025 ,0,5,41.0,71.0,4
GRP027 ,1,4,21.0,86.0,5
GRP032 ,0,7,32.714285714285715,72.0,1
GRP036 ,1,3,2.3333333333333335,78.0,6
GRP040 ,0,4,10.75,77.0,3
GRP048 ,1,3,25.666666666666668,78.0,5
GRP068 ,1,1,3.0,81.0,6
GRP069 ,1,4,18.0,81.0,5
GRP081 ,1,1,1.0,65.0,8
GRP085 ,1,4,18.0,77.0,5
GRP087 ,1,1,11.0,70.0,8
GRP088 ,4,2,3.5,28.0,7
GRP091 ,4,1,1.0,19.0,8
GRP092 ,0,5,26.4,81.0,3
GRP096 ,4,1,1.0,17.0,6
GRP102 ,4,1,1.0,21.0,2
GRP103 ,1,1,6.0,76.0,1
GRR005 ,1,1,15.0,83.0,8
GRR006 ,1,1,4.0,94.0,8
GRR027 ,1,2,41.5,90.0,7
GRR030 ,1,2,35.0,82.0,7
GRR038 ,0,8,23.125,70.0,1
GRR043 ,1,4,32.25,91.0,5
GRR048 ,1,2,2.0,73.0,7
GRR058 ,4,2,9.0,47.0,7
GRR069 ,1,2,16.5,72.0,4
GRR087 ,0,8,43.875,56.0,1
GRR100 ,1,1,4.0,72.0,7
GRR102 ,1,1,6.0,67.0,7
GRR104 ,1,1,14.0,60.0,7
GRR105 ,1,1,2.0,67.0,7
GRR109 ,4,1,22.0,23.0,7
GRR110 ,1,2,4.0,86.0,5
GRR113 ,1,1,1.0,73.0,7
GRR114 ,0,5,11.8,98.0,3
GRR117 ,1,2,10.0,94.0,7
GRR124 ,1,1,11.0,82.0,8
GRR161 ,0,7,13.0,24.0,1
GRR180 ,1,1,5.0,66.0,6
GRR181 ,1,2,8.0,69.0,7
GRR187 ,4,1,1.0,48.0,6
GRR189 ,1,1,3.0,71.0,1
GRR198 ,1,2,30.0,84.0,7
GRR200 ,1,3,15.0,79.0,6
GRR201 ,1,1,1.0,87.0,1
GRR215 ,1,3,56.0,86.0,6
GRR239 ,0,4,60.75,79.0,5
GRR243 ,0,4,11.5,74.0,2
GRR248 ,1,1,50.0,97.0,8
GRR253 ,1,2,9.5,95.0,7
GRR257 ,1,2,27.5,74.0,6
GRR263 ,1,1,12.0,63.0,1
GRR270 ,0,7,67.85714285714286,84.0,2
GRR289 ,1,3,5.666666666666667,93.0,5
GRR292 ,1,3,7.333333333333333,88.0,5
GRR294 ,1,2,6.0,80.0,7
GRR301 ,0,6,92.66666666666667,87.0,3
GRR304 ,1,3,22.333333333333332,86.0,6
GRR307 ,4,1,1.0,34.0,6
GRR309 ,0,5,3.2,73.0,1
GRR310 ,0,8,87.75,83.0,1
GRR316 ,1,2,3.0,66.0,5
GRR320 ,0,6,28.0,81.0,3
GRR336 ,1,3,34.0,90.0,6
GRR353 ,0,4,43.5,85.0,5
GRR364 ,1,2,2.5,87.0,3
GRR372 ,1,2,48.5,87.0,7
GRR387 ,1,3,1.3333333333333333,83.0,2
GRR389 ,1,2,2.5,69.0,7
GRR391 ,1,3,3.0,76.0,4
GRR406 ,1,3,45.0,69.0,6
GRR420 ,1,1,3.0,77.0,6
GRR435 ,1,4,19.75,83.0,5
GRR447 ,1,1,6.0,75.0,8
GRR448 ,1,4,19.75,72.0,5
GRR451 ,1,1,4.0,71.0,7
GRR452 ,0,5,66.2,79.0,4
GRR455 ,1,1,1.0,83.0,7
GRR456 ,1,1,1.0,85.0,8
GRR461 ,4,1,1.0,21.0,8
GRR462 ,1,1,1.0,80.0,7
GRR467 ,1,1,1.0,70.0,8
GRR469 ,1,1,12.0,65.0,7
GRR473 ,4,2,1.0,20.0,7
GRR474 ,4,1,1.0,18.0,8
GRR476 ,4,2,1.5,25.0,7
GRR485 ,4,1,3.0,17.0,6
GRR486 ,4,2,2.5,22.0,3
GRR487 ,4,1,2.0,21.0,6
GRR491 ,1,1,2.0,70.0,6
GRR492 ,4,2,1.0,34.0,5
GRR504 ,1,2,6.0,59.0,3
GRR505 ,1,1,1.0,66.0,4
GRR508 ,1,1,6.0,87.0,3
GRR509 ,1,2,5.5,49.0,1
GRR514 ,1,1,5.0,73.0,2
GRR515 ,4,1,1.0,19.0,2
GRR516 ,4,1,1.0,19.0,2
GRR522 ,1,1,1.0,80.0,1
GRR524 ,1,1,1.0,65.0,1
GRS007 ,0,7,16.0,71.0,1
GRS009 ,0,5,13.0,73.0,1
GRS016 ,1,1,1.0,61.0,1
GRS019 ,1,1,2.0,73.0,6
GRS021 ,1,3,3.0,77.0,3
GRS022 ,1,2,3.0,69.0,1
GRS024 ,1,1,1.0,68.0,4
GRS040 ,1,5,11.4,88.0,3
GRS041 ,3,3,93.0,90.0,6
GRS043 ,1,2,3.0,98.0,7
GRS049 ,1,2,1.0,79.0,2
GRS068 ,0,3,36.333333333333336,73.0,4
GRS076 ,0,6,19.166666666666668,83.0,3
GRS086 ,1,1,11.0,90.0,8
GRS091 ,1,1,3.0,79.0,8
GRS120 ,0,4,2.5,72.0,1
GRS124 ,1,1,2.0,88.0,8
GRS125 ,4,2,2.0,19.0,6
GRS127 ,4,1,1.0,18.0,7
GRS128 ,4,1,1.0,17.0,7
GRS130 ,4,1,1.0,15.0,6
GRS138 ,1,2,3.0,69.0,1
GRT002 ,1,4,6.0,61.0,5
GRT004 ,0,6,26.333333333333332,86.0,3
GRT016 ,1,4,45.75,83.0,5
GRT029 ,1,3,23.333333333333332,75.0,6
GRT031 ,0,8,31.0,78.0,1
GRT034 ,0,5,30.0,77.0,2
GRT043 ,0,8,54.5,91.0,1
GRT044 ,1,1,5.0,72.0,2
GRT045 ,1,1,1.0,71.0,8
GRT047 ,4,1,1.0,26.0,8
GRT049 ,1,4,10.75,90.0,5
GRT051 ,4,2,12.0,42.0,7
GRT058 ,0,6,21.833333333333332,87.0,3
GRT060 ,1,2,27.0,84.0,6
GRT061 ,1,1,4.0,88.0,7
GRT062 ,1,2,9.0,77.0,6
GRT064 ,4,3,3.6666666666666665,16.0,5
GRT066 ,0,6,37.666666666666664,74.0,3
GRT068 ,0,5,44.2,85.0,2
GRT091 ,1,3,56.666666666666664,94.0,5
GRT097 ,0,7,89.0,75.0,2
GRT127 ,0,7,24.571428571428573,83.0,2
GRT134 ,1,3,21.0,86.0,6
GRT147 ,1,2,1.0,102.0,7
GRT148 ,4,2,1.0,41.0,7
GRT157 ,1,1,39.0,78.0,7
GRT167 ,0,2,74.0,81.0,3
GRT183 ,0,7,13.0,83.0,2
GRT210 ,1,1,2.0,72.0,8
GRT214 ,0,4,99.25,79.0,5
GRT222 ,3,5,77.6,82.0,4
GRT223 ,1,1,59.0,77.0,8
GRT226 ,1,4,20.0,74.0,5
GRT240 ,1,1,1.0,83.0,6
GRT258 ,1,2,2.5,82.0,7
GRT268 ,1,2,3.0,62.0,7
GRT280 ,4,1,2.0,18.0,7
GRT281 ,4,1,2.0,24.0,7
GRT284 ,4,1,1.0,18.0,6
GRT286 ,4,1,1.0,26.0,6
GRT290 ,1,1,1.0,73.0,5
GRT309 ,1,1,1.0,56.0,1
GRT311 ,1,1,3.0,88.0,1
GRV009 ,0,4,21.25,75.0,5
GRV011 ,1,3,2.3333333333333335,68.0,3
GRV014 ,1,3,27.0,78.0,6
GRV027 ,1,2,2.5,67.0,2
GRV035 ,1,2,34.0,54.0,7
GRV040 ,1,2,21.5,80.0,7
GRW001 ,1,1,2.0,67.0,7
GRY001 ,1,2,14.5,83.0,5
GRY006 ,0,6,48.166666666666664,84.0,3
GRY016 ,4,1,1.0,17.0,6
GRZ014 ,3,4,49.25,76.0,5
GRZ024 ,0,7,35.0,88.0,2
GRZ025 ,1,2,1.5,87.0,7
GRZ028 ,0,5,4.6,71.0,1
GRZ033 ,1,3,9.0,72.0,5
GRZ040 ,1,1,1.0,71.0,4
GRZ060 ,1,1,1.0,73.0,8
GRZ068 ,1,1,23.0,83.0,4
GRZ069 ,1,1,3.0,87.0,8
GRZ076 ,1,4,32.5,85.0,5
GRZ079 ,1,1,12.0,85.0,7
GRZ082 ,0,4,50.75,79.0,5
GRZ114 ,1,3,10.0,73.0,2
GRZ132 ,1,3,10.666666666666666,77.0,6
GRZ133 ,1,2,9.0,87.0,7
GRZ137 ,1,1,17.0,82.0,8
GRZ138 ,0,4,91.25,83.0,5
GRZ139 ,1,1,2.0,78.0,6
GRZ152 ,1,5,19.4,85.0,4
GRZ154 ,0,6,45.5,82.0,1
GRZ163 ,1,1,10.0,79.0,4
GRZ165 ,4,1,2.0,18.0,1
GSB003 ,1,1,1.0,71.0,7
GSC003 ,0,8,11.0,76.0,1
GSC036 ,4,1,2.0,53.0,8
GSC044 ,1,4,52.0,83.0,5
GSC048 ,4,1,18.0,47.0,7
GSC050 ,0,3,3.0,70.0,1
GSC053 ,0,8,16.75,82.0,1
GSC061 ,4,1,1.0,20.0,7
GSC062 ,4,1,1.0,26.0,7
GSC063 ,0,5,17.4,18.0,3
GSC064 ,0,5,8.0,73.0,1
GSC065 ,1,1,2.0,64.0,6
GSC070 ,1,2,5.5,56.0,1
GSD025 ,1,1,6.0,93.0,5
GSD033 ,0,3,33.0,69.0,4
GSD034 ,0,4,46.0,57.0,5
GSD035 ,1,1,2.0,92.0,7
GSD036 ,1,3,104.66666666666667,76.0,6
GSD040 ,0,7,6.857142857142857,54.0,1
GSD046 ,1,3,3.6666666666666665,79.0,3
GSF001 ,1,4,7.0,82.0,5
GSG003 ,1,3,13.0,77.0,4
GSG016 ,4,1,10.0,52.0,8
GSL001 ,1,2,37.5,101.0,7
GSL013 ,1,4,11.0,76.0,5
GSL019 ,1,1,3.0,66.0,7
GSL042 ,1,2,52.0,75.0,7
GSL067 ,1,2,2.5,95.0,7
GSL078 ,1,3,17.333333333333332,78.0,6
GSL089 ,1,2,14.5,74.0,2
GSL092 ,0,5,6.4,74.0,1
GSL096 ,1,1,20.0,74.0,8
GSL097 ,0,6,44.833333333333336,53.0,2
GSL098 ,4,1,1.0,32.0,7
GSL102 ,1,2,5.5,72.0,4
GSL108 ,1,1,2.0,71.0,1
GSM004 ,1,1,9.0,66.0,4
GSM005 ,0,4,68.5,88.0,5
GSM012 ,1,2,47.0,76.0,7
GSN001 ,1,1,2.0,79.0,2
GSN008 ,1,1,1.0,73.0,2
GSN011 ,0,7,13.285714285714286,78.0,1
GSN019 ,0,4,9.0,68.0,2
GSN032 ,0,2,14.0,67.0,1
GSN037 ,1,3,10.0,88.0,6
GSN051 ,1,3,46.0,81.0,6
GSN064 ,1,2,10.5,63.0,7
GSN068 ,0,4,27.5,54.0,5
GSN079 ,1,1,13.0,88.0,8
GSN132 ,4,1,1.0,24.0,7
GSN140 ,1,1,3.0,88.0,1
GSR002 ,0,4,72.75,94.0,5
GSR003 ,1,3,40.333333333333336,86.0,6
GSR006 ,1,1,3.0,94.0,8
GSR016 ,1,4,21.5,87.0,5
GSR018 ,1,2,22.5,75.0,6
GSR043 ,0,4,80.5,88.0,5
GSR056 ,1,4,45.75,85.0,5
GSR064 ,0,6,35.333333333333336,73.0,3
GSR073 ,1,1,4.0,78.0,7
GSR078 ,1,1,1.0,89.0,8
GSR083 ,4,1,1.0,21.0,7
GSR086 ,4,1,4.0,17.0,6
GSR087 ,0,4,9.0,54.0,3
GSR090 ,1,1,1.0,70.0,6
GSR092 ,4,1,1.0,26.0,6
GSS001 ,1,4,33.25,88.0,5
GSS004 ,1,1,3.0,74.0,7
GSS023 ,4,2,25.0,33.0,7
GSS024 ,4,1,1.0,22.0,8
GSS028 ,4,1,1.0,23.0,6
GST007 ,1,4,8.25,90.0,5
GST010 ,1,1,4.0,80.0,8
GST018 ,3,4,95.0,80.0,5
GST025 ,0,5,46.6,95.0,3
GST031 ,4,1,4.0,39.0,3
GST036 ,1,3,43.333333333333336,97.0,6
GST053 ,1,1,4.0,70.0,8
GST054 ,4,2,3.0,26.0,7
GST055 ,0,2,15.0,65.0,4
GST057 ,0,4,19.5,77.0,1
GST058 ,1,1,2.0,51.0,2
GSV009 ,4,1,1.0,25.0,8
GSY004 ,1,1,1.0,106.0,8
GSZ002 ,1,2,27.0,56.0,7
GSZ020 ,1,3,5.0,75.0,3
GTC007 ,0,6,4.5,80.0,1
GTC010 ,4,1,2.0,24.0,7
GTC013 ,1,3,8.0,82.0,2
GTC015 ,1,3,9.333333333333334,74.0,5
GTC017 ,0,6,44.0,78.0,3
GTC024 ,0,7,32.57142857142857,66.0,2
GTC028 ,0,6,35.333333333333336,82.0,2
GTC032 ,4,2,25.0,50.0,6
GTC039 ,1,2,1.5,81.0,2
GTC042 ,4,1,7.0,30.0,6
GTD003 ,1,3,8.666666666666666,80.0,6
GTD008 ,0,5,17.4,87.0,1
GTD011 ,1,2,70.5,75.0,7
GTD014 ,1,3,18.666666666666668,76.0,6
GTD015 ,0,4,17.25,60.0,4
GTD025 ,1,1,1.0,82.0,7
GTG002 ,1,1,1.0,69.0,8
GTG004 ,1,2,4.5,94.0,7
GTG012 ,0,4,53.5,78.0,5
GTG017 ,0,8,53.625,76.0,1
GTG019 ,0,1,106.0,66.0,2
GTL005 ,1,2,5.5,93.0,7
GTL012 ,0,5,9.2,80.0,2
GTL017 ,1,4,52.75,93.0,5
GTL018 ,0,6,47.0,65.0,3
GTL037 ,1,1,7.0,68.0,1
GTL048 ,4,1,2.0,23.0,7
GTM002 ,1,1,5.0,81.0,6
GTM003 ,0,4,49.75,80.0,5
GTM009 ,1,4,60.0,86.0,5
GTN008 ,1,1,2.0,71.0,8
GTN018 ,0,6,45.833333333333336,73.0,3
GTN020 ,1,1,2.0,80.0,8
GTN065 ,1,3,23.333333333333332,65.0,6
GTN074 ,1,5,16.6,78.0,3
GTN076 ,4,1,4.0,18.0,7
GTN081 ,1,1,4.0,53.0,1
GTN083 ,4,1,1.0,12.0,1
GTP005 ,1,3,11.0,83.0,6
GTP008 ,1,1,8.0,70.0,7
GTR004 ,0,5,55.4,94.0,4
GTR008 ,1,1,6.0,83.0,6
GTR009 ,1,1,2.0,72.0,7
GTR047 ,1,4,1.0,59.0,4
GTR050 ,0,8,60.375,77.0,1
GTS002 ,1,3,4.666666666666667,76.0,5
GTS009 ,1,1,31.0,85.0,7
GTT001 ,1,2,2.5,77.0,7
GTT009 ,0,2,75.5,74.0,2
GTT010 ,1,2,3.0,89.0,6
GTT029 ,1,1,1.0,84.0,1
GTZ004 ,1,3,27.0,90.0,6
GVB005 ,4,2,5.5,53.0,7
GVC002 ,1,1,2.0,78.0,7
GVC003 ,1,2,30.0,83.0,7
GVC004 ,1,1,4.0,65.0,3
GVC029 ,1,1,2.0,67.0,8
GVC030 ,1,4,15.5,82.0,5
GVC034 ,1,1,1.0,65.0,6
GVC035 ,1,1,1.0,57.0,5
GVC036 ,1,1,2.0,99.0,5
GVC037 ,1,3,11.0,79.0,2
GVC038 ,1,2,4.5,74.0,2
GVC040 ,1,1,2.0,68.0,1
GVD003 ,0,5,34.6,93.0,3
GVD005 ,0,3,22.333333333333332,76.0,1
GVD020 ,1,3,9.666666666666666,84.0,6
GVD021 ,1,2,2.0,82.0,6
GVG012 ,1,2,1.5,76.0,3
GVG017 ,1,1,45.0,75.0,1
GVL051 ,4,2,1.0,21.0,7
GVM009 ,1,1,1.0,82.0,8
GVN003 ,1,3,8.0,89.0,6
GVN004 ,0,4,55.0,82.0,5
GVN007 ,1,3,15.333333333333334,78.0,6
GVN009 ,1,2,11.5,86.0,6
GVN010 ,1,1,14.0,86.0,8
GVN034 ,0,7,36.714285714285715,79.0,2
GVN044 ,1,3,46.0,80.0,6
GVN061 ,1,1,3.0,86.0,7
GVN066 ,1,2,3.0,87.0,3
GVN068 ,4,2,1.5,17.0,2
GVP002 ,1,2,6.0,78.0,7
GVP005 ,0,6,30.666666666666668,85.0,2
GVR001 ,1,3,15.333333333333334,80.0,6
GVR007 ,1,4,18.25,85.0,5
GVR053 ,1,1,1.0,69.0,2
GVT030 ,1,4,11.75,79.0,5
GVT031 ,4,2,11.5,51.0,7
GVV007 ,1,2,18.5,66.0,3
GVZ002 ,1,4,27.5,86.0,5
GVZ013 ,0,5,23.0,78.0,3
GVZ015 ,1,2,18.0,88.0,7
GYD001 ,1,2,1.5,69.0,1
GYL001 ,0,6,17.833333333333332,100.0,3
GYN006 ,1,3,15.666666666666666,87.0,6
GYN007 ,4,3,4.666666666666667,35.0,2
GYS002 ,1,3,10.0,70.0,2
GZC011 ,0,7,19.285714285714285,78.0,2
GZC013 ,0,8,47.5,85.0,1
GZD002 ,0,7,21.285714285714285,73.0,2
GZG011 ,1,3,19.333333333333332,84.0,6
GZL003 ,1,2,6.5,75.0,7
GZL004 ,0,7,15.428571428571429,81.0,1
GZL007 ,3,3,55.0,71.0,6
GZL010 ,1,2,10.0,59.0,1
GZL025 ,1,1,1.0,75.0,7
GZL029 ,1,4,18.75,81.0,5
GZL035 ,4,2,1.5,19.0,5
GZL037 ,4,1,1.0,19.0,2
GZN001 ,1,4,37.5,91.0,5
GZN008 ,1,2,13.5,69.0,7
GZN011 ,1,3,34.333333333333336,88.0,6
GZN014 ,3,3,25.0,84.0,6
GZN020 ,1,3,9.0,86.0,5
GZN026 ,1,3,10.333333333333334,102.0,6
GZN034 ,1,3,6.666666666666667,78.0,6
GZN035 ,1,2,1.5,81.0,2
GZN036 ,1,4,8.0,81.0,5
GZN045 ,4,1,6.0,27.0,7
GZP007 ,1,1,3.0,71.0,7
GZP009 ,1,3,5.333333333333333,53.0,6
GZR001 ,1,1,1.0,77.0,5
GZR004 ,1,1,5.0,76.0,7
GZR019 ,1,1,3.0,89.0,8
GZR020 ,1,3,15.333333333333334,84.0,6
GZR032 ,0,7,49.42857142857143,71.0,2
GZR040 ,0,8,48.75,53.0,1
GZS004 ,1,3,36.0,83.0,6
GZT003 ,1,2,7.0,73.0,5
GZT019 ,4,1,5.0,32.0,3
GZV002 ,0,3,75.0,87.0,6
HBK001 ,1,1,1.0,68.0,3
HDG001 ,1,1,4.0,67.0,7
HJC001 ,4,1,1.0,22.0,7
HJR002 ,4,1,1.0,17.0,6
HKN001 ,1,4,54.5,76.0,5
HLD001 ,1,1,4.0,73.0,7
HLH001 ,0,7,27.0,84.0,1
HMN009 ,4,4,3.75,35.0,5
HMN012 ,4,1,1.0,21.0,7
HMN013 ,4,1,3.0,20.0,6
HMN015 ,1,1,8.0,86.0,1
HMS002 ,4,1,1.0,17.0,7
HMZ001 ,1,4,16.75,91.0,5
HNC003 ,4,2,1.5,25.0,6
HNG001 ,1,4,16.25,67.0,5
HNM007 ,4,1,1.0,26.0,7
HNN005 ,0,7,18.714285714285715,72.0,1
HNT004 ,4,1,2.0,23.0,7
HNT005 ,4,2,1.0,17.0,6
HPN003 ,4,1,1.0,44.0,8
HRH001 ,1,3,25.0,80.0,5
HRL004 ,1,1,11.0,78.0,8
HRT004 ,1,1,11.0,76.0,8
HSD001 ,1,4,9.0,74.0,5
HSR003 ,1,2,5.5,78.0,6
HSR004 ,1,1,1.0,79.0,7
HST001 ,4,2,4.5,51.0,7
HST002 ,1,1,1.0,75.0,1
HTY002 ,4,3,4.0,20.0,5
HXH002 ,4,2,1.0,17.0,7
HYS001 ,4,1,3.0,44.0,4
HZR001 ,0,4,33.5,101.0,5
JCC005 ,1,3,4.666666666666667,78.0,4
JCD001 ,3,7,55.42857142857143,91.0,2
JCL001 ,1,1,1.0,88.0,8
JCN002 ,1,4,38.5,95.0,5
JCR003 ,1,2,3.5,75.0,6
JCR004 ,0,4,82.5,86.0,5
JFN001 ,4,1,1.0,51.0,5
JHN001 ,1,2,15.0,76.0,4
JLL002 ,0,6,15.0,83.0,1
JLR001 ,1,1,1.0,63.0,3
JLR004 ,3,4,197.25,93.0,5
JML001 ,1,1,4.0,88.0,8
JML002 ,4,1,1.0,31.0,4
JML003 ,1,2,21.0,74.0,7
JNC007 ,0,7,20.571428571428573,82.0,1
JNG001 ,1,3,13.666666666666666,85.0,3
JNL006 ,1,4,15.0,85.0,5
JNL011 ,1,1,8.0,73.0,8
JNL013 ,4,1,1.0,43.0,8
JNN012 ,4,1,4.0,15.0,1
JNR008 ,1,4,84.5,88.0,5
JNT002 ,1,1,1.0,58.0,1
JRL007 ,4,1,1.0,17.0,7
JRR004 ,1,1,14.0,77.0,1
JRT001 ,1,4,37.75,87.0,5
JRY001 ,1,1,8.0,81.0,7
JSL003 ,0,7,27.428571428571427,92.0,2
JSN003 ,1,1,2.0,63.0,4
JSS001 ,0,7,26.285714285714285,86.0,2
JST001 ,1,1,3.0,60.0,7
JTP001 ,1,1,1.0,91.0,6
JYD001 ,1,1,1.0,88.0,5
JYG002 ,1,1,2.0,88.0,1
JZB001 ,0,3,8.0,86.0,1
KBL002 ,4,1,1.0,17.0,6
KBL003 ,4,1,1.0,4.0,4
KBM001 ,4,1,1.0,4.0,4
KBS001 ,4,1,1.0,18.0,7
KCL002 ,4,1,4.0,29.0,8
KCN005 ,1,1,7.0,70.0,1
KFL001 ,0,7,14.571428571428571,95.0,2
KFN001 ,1,1,1.0,81.0,1
KHF001 ,4,4,10.25,16.0,4
KHF002 ,1,2,1.5,62.0,1
KHH001 ,4,1,1.0,18.0,6
KHR005 ,4,1,1.0,25.0,7
KHT002 ,1,1,1.0,57.0,4
KJS001 ,4,2,29.0,22.0,7
KKC002 ,1,2,2.5,62.0,7
KKN001 ,0,5,17.6,80.0,3
KKN002 ,0,3,15.333333333333334,79.0,3
KLD007 ,1,4,18.5,87.0,5
KLL004 ,1,3,6.666666666666667,92.0,5
KLL006 ,4,1,1.0,17.0,6
KLS006 ,4,2,2.5,18.0,6
KLT001 ,1,5,58.0,84.0,4
KLV001 ,1,2,4.0,85.0,7
KLZ002 ,4,1,1.0,4.0,4
KMN003 ,1,3,29.0,82.0,5
KNL004 ,1,1,1.0,55.0,4
KNN004 ,4,1,1.0,30.0,4
KNN005 ,4,1,1.0,45.0,4
KNS003 ,1,1,1.0,73.0,6
KNT001 ,1,3,12.666666666666666,85.0,6
KPM001 ,1,2,48.5,64.0,7
KPN006 ,1,1,2.0,70.0,4
KPS001 ,4,1,1.0,23.0,2
KRD001 ,1,2,1.0,63.0,5
KRD006 ,1,1,1.0,87.0,7
KRD010 ,4,1,1.0,15.0,6
KRH002 ,4,1,3.0,22.0,6
KRJ001 ,4,1,1.0,28.0,4
KRL004 ,4,1,1.0,15.0,6
KRN015 ,1,1,6.0,77.0,7
KRS003 ,4,1,1.0,27.0,4
KRS012 ,4,1,1.0,49.0,4
KRT002 ,0,5,19.2,83.0,4
KRT005 ,1,3,12.0,72.0,6
KRV003 ,1,2,28.0,93.0,7
KRY002 ,1,3,11.0,87.0,6
KSH001 ,4,1,1.0,28.0,7
KSL002 ,1,1,2.0,75.0,1
KSN001 ,1,3,28.666666666666668,79.0,6
KSR004 ,1,3,3.0,71.0,4
KVN001 ,1,2,9.5,94.0,7
KWT001 ,0,5,10.8,83.0,1
KYR001 ,4,1,2.0,41.0,4
KZR002 ,0,3,54.333333333333336,74.0,1
KZT001 ,4,1,1.0,15.0,6
LBB002 ,1,1,16.0,78.0,8
LBC006 ,4,1,14.0,40.0,4
