MmbCode,Cluster,GareMedie,AnniPresenza,Eta,Sesso,AncoraAttivo
PRN239 ,Regolare Fedele,68.22222222222223,9,82.0,F,True
PRN244 ,Occasionale,7.0,1,91.0,F,False
PRN248 ,Regolare Fedele,36.888888888888886,9,70.0,M,True
PRN251 ,Regolare Fedele,31.571428571428573,7,73.0,M,False
PRN264 ,Agonista Attivo,88.88888888888889,9,79.0,F,True
PRN272 ,Sociale,21.5,4,80.0,M,False
PRN289 ,Regolare Fedele,42.888888888888886,9,86.0,F,True
PRN293 ,Occasionale,8.75,8,85.0,M,False
PRN304 ,Occasionale,8.0,2,88.0,F,False
PRN305 ,Regolare Fedele,57.25,4,86.0,F,False
PRN329 ,Regolare Fedele,42.44444444444444,9,74.0,F,True
PRN334 ,Occasionale,6.25,4,68.0,F,False
PRN340 ,Occasionale,1.0,1,84.0,F,True
PRN341 ,Regolare Fedele,40.333333333333336,9,78.0,F,True
PRN343 ,Regolare Fedele,35.5,4,80.0,M,False
PRN352 ,Agonista Attivo,112.55555555555556,9,76.0,F,True
PRN353 ,Sociale,26.714285714285715,7,60.0,F,True
PRN360 ,Occasionale,1.0,1,77.0,F,True
PRN361 ,Regolare Fedele,127.88888888888889,9,90.0,F,True
PRN379 ,Occasionale,2.0,1,96.0,F,False
PRN392 ,Regolare,48.0,3,60.0,F,False
PRN394 ,Sociale,19.4,5,58.0,F,False
PRN396 ,Regolare Fedele,63.0,9,66.0,M,True
PRN405 ,Regolare Fedele,41.44444444444444,9,70.0,F,True
PRN407 ,Occasionale,1.0,1,80.0,M,False
PRN416 ,Occasionale,5.625,8,55.0,M,True
PRN420 ,Occasionale,9.5,6,77.0,F,False
PRN421 ,Regolare,43.0,3,86.0,M,False
PRN435 ,Occasionale,9.625,8,62.0,M,True
PRN438 ,Occasionale,4.5,4,64.0,M,False
PRN441 ,Regolare Fedele,40.75,4,84.0,M,False
PRN453 ,Regolare Fedele,32.333333333333336,9,75.0,M,True
PRN455 ,Regolare Fedele,33.75,4,81.0,M,False
PRN466 ,Regolare Fedele,61.5,4,75.0,F,False
PRN472 ,Regolare Fedele,62.55555555555556,9,80.0,M,True
PRN483 ,Regolare Fedele,31.666666666666668,9,62.0,F,True
PRN495 ,Occasionale,4.0,1,77.0,F,False
PRN497 ,Regolare Fedele,46.333333333333336,9,80.0,F,True
PRN501 ,Regolare,65.66666666666667,3,87.0,F,False
PRN514 ,Occasionale,5.0,1,49.0,M,False
PRN523 ,Regolare Fedele,59.0,4,76.0,F,False
PRN524 ,Occasionale,8.0,1,82.0,F,False
PRN527 ,Occasionale,1.0,1,69.0,F,False
PRN531 ,Sociale,26.5,8,78.0,M,True
PRN533 ,Sociale,17.0,6,73.0,F,True
PRN534 ,Occasionale,4.0,1,80.0,M,False
PRN535 ,Occasionale,2.2,5,81.0,F,True
PRN536 ,Sociale,12.0,7,71.0,F,True
PRN540 ,Sociale,21.0,6,77.0,M,False
PRN541 ,Sociale,12.75,4,84.0,M,True
PRN545 ,Sociale,22.5,2,69.0,F,False
PRN552 ,Regolare Fedele,61.888888888888886,9,79.0,M,True
PRN555 ,Agonista Attivo,108.55555555555556,9,64.0,F,True
PRN562 ,Sociale,19.0,6,75.0,M,True
PRN565 ,Occasionale,1.0,2,71.0,M,False
PRN570 ,Regolare Fedele,31.625,8,74.0,F,True
PRN581 ,Occasionale,4.0,2,71.0,M,False
PRN585 ,Agonista Attivo,96.66666666666667,9,77.0,M,True
PRN591 ,Regolare Fedele,41.75,4,88.0,M,False
PRN597 ,Regolare Fedele,77.77777777777777,9,77.0,M,True
PRN600 ,Agonista Attivo,68.5,8,74.0,M,True
PRN601 ,Regolare Fedele,38.666666666666664,9,78.0,M,True
PRN606 ,Regolare Fedele,54.44444444444444,9,78.0,F,True
PRN613 ,Regolare Fedele,56.125,8,79.0,F,False
PRN618 ,Occasionale,7.75,4,81.0,M,True
PRN622 ,Occasionale,2.0,1,88.0,F,False
PRN633 ,Regolare Fedele,60.25,4,81.0,F,False
PRN634 ,Sociale,10.75,4,41.0,F,False
PRN638 ,Sociale,13.0,2,88.0,F,True
PRN640 ,Occasionale,1.0,2,23.0,F,False
PRN641 ,Occasionale,1.0,1,,F,False
PRN642 ,Occasionale,5.0,1,24.0,M,False
PRN643 ,Occasionale,1.0,1,26.0,M,False
PRN644 ,Occasionale,2.0,1,19.0,F,False
PRN645 ,Occasionale,1.0,1,34.0,M,False
PRN650 ,Occasionale,3.0,1,19.0,F,False
PRN654 ,Occasionale,2.0,1,17.0,F,False
PRN659 ,Occasionale,7.0,3,62.0,F,False
PRN660 ,Occasionale,4.0,1,76.0,M,False
PRN661 ,Regolare Fedele,35.0,5,71.0,M,True
PRN666 ,Occasionale,3.0,2,70.0,M,False
PRN667 ,Occasionale,1.0,2,59.0,F,False
PRN673 ,Occasionale,6.333333333333333,3,61.0,F,True
PRN674 ,Sociale,27.5,4,70.0,F,True
PRN679 ,Sociale,22.0,3,57.0,M,True
PRN682 ,Occasionale,6.0,2,71.0,F,True
PRN683 ,Occasionale,2.6666666666666665,3,66.0,F,True
PRN684 ,Occasionale,6.0,2,79.0,F,True
PRN685 ,Regolare,37.0,2,77.0,F,True
PRN686 ,Occasionale,2.0,1,69.0,M,False
PRN692 ,Sociale,13.0,1,70.0,F,True
PRN694 ,Occasionale,6.0,1,80.0,M,True
PRN695 ,Sociale,18.0,1,79.0,F,True
PRN696 ,Occasionale,1.0,1,72.0,F,True
PRN700 ,Occasionale,4.0,1,67.0,F,True
PRN701 ,Occasionale,3.0,1,87.0,F,True
PRP001 ,Occasionale,2.142857142857143,7,60.0,M,True
PRP018 ,Regolare Fedele,67.5,4,95.0,M,False
PRP019 ,Regolare Fedele,46.44444444444444,9,85.0,M,True
PRP023 ,Occasionale,9.0,1,60.0,M,False
PRP024 ,Occasionale,5.0,1,89.0,M,False
PRP030 ,Occasionale,3.0,1,81.0,F,False
PRP032 ,Regolare Fedele,45.833333333333336,6,88.0,M,False
PRP038 ,Occasionale,6.75,4,75.0,M,False
PRP040 ,Regolare,39.0,2,81.0,M,True
PRP064 ,Regolare,42.0,3,91.0,M,False
PRP066 ,Occasionale,4.0,1,79.0,M,False
PRP069 ,Sociale,12.0,5,75.0,F,False
PRP080 ,Occasionale,1.0,2,21.0,M,False
PRP083 ,Regolare,35.0,1,60.0,M,True
PRQ003 ,Occasionale,1.0,1,74.0,M,False
PRR005 ,Sociale,20.6,5,67.0,M,False
PRR012 ,Super Agonista,112.44444444444444,9,73.0,M,True
PRR013 ,Sociale,21.0,7,66.0,M,False
PRR014 ,Regolare Fedele,47.25,4,74.0,M,True
PRR016 ,Occasionale,9.333333333333334,6,72.0,M,False
PRR017 ,Sociale,25.75,4,80.0,F,False
PRR027 ,Regolare Fedele,38.2,5,85.0,F,False
PRR029 ,Agonista Attivo,64.0,9,78.0,M,True
PRR030 ,Regolare Fedele,49.333333333333336,6,76.0,F,True
PRR033 ,Regolare Fedele,105.875,8,84.0,F,False
PRR039 ,Super Agonista,103.44444444444444,9,66.0,F,True
PRR040 ,Regolare Fedele,210.0,4,92.0,F,False
PRR050 ,Occasionale,2.0,1,75.0,F,False
PRR070 ,Regolare Fedele,67.44444444444444,9,80.0,M,True
PRR072 ,Super Agonista,89.66666666666667,9,79.0,M,True
PRR078 ,Regolare Fedele,59.333333333333336,9,69.0,M,True
PRR079 ,Occasionale,4.0,1,88.0,F,False
PRR082 ,Sociale,15.0,3,45.0,F,False
PRR083 ,Sociale,13.25,4,92.0,M,False
PRR084 ,Nuovo Entusiasta,81.0,1,95.0,F,False
PRR087 ,Occasionale,3.0,1,26.0,M,False
PRR091 ,Regolare Fedele,71.42857142857143,7,69.0,F,True
PRR095 ,Sociale,22.0,7,60.0,F,True
PRR097 ,Agonista Attivo,50.22222222222222,9,82.0,M,True
PRR098 ,Sociale,12.5,2,94.0,M,False
PRR100 ,Sociale,13.0,1,53.0,M,False
PRR120 ,Super Agonista,81.77777777777777,9,66.0,F,True
PRR131 ,Regolare Fedele,72.125,8,62.0,M,False
PRR132 ,Sociale,17.0,7,72.0,M,True
PRR140 ,Regolare Fedele,85.88888888888889,9,64.0,M,True
PRR141 ,Regolare Fedele,101.28571428571429,7,67.0,M,True
PRR144 ,Sociale,25.333333333333332,6,73.0,M,True
PRR149 ,Sociale,17.25,4,91.0,F,False
PRR159 ,Occasionale,4.5,2,74.0,M,False
PRR163 ,Regolare Fedele,47.8,5,72.0,M,True
PRR192 ,Sociale,29.75,4,78.0,F,False
PRR203 ,Sociale,24.11111111111111,9,76.0,F,True
PRR205 ,Sociale,13.0,1,93.0,M,False
PRR226 ,Sociale,12.0,1,74.0,F,False
PRR250 ,Occasionale,1.0,1,81.0,F,False
PRR256 ,Regolare Fedele,48.111111111111114,9,84.0,F,True
PRR281 ,Regolare,58.666666666666664,3,66.0,M,False
PRR286 ,Sociale,21.4,5,70.0,M,False
PRR288 ,Occasionale,1.0,1,63.0,M,False
PRR293 ,Regolare Fedele,58.888888888888886,9,80.0,M,True
PRR294 ,Occasionale,2.0,2,85.0,F,False
PRR299 ,Occasionale,8.5,2,83.0,M,False
PRR300 ,Occasionale,7.4,5,84.0,F,False
PRR302 ,Sociale,13.0,1,47.0,M,False
PRR304 ,Sociale,17.333333333333332,9,59.0,F,True
PRR307 ,Regolare Fedele,42.111111111111114,9,58.0,M,True
PRR309 ,Occasionale,3.0,1,66.0,F,False
PRR314 ,Nuovo Entusiasta,40.5,2,74.0,M,False
PRR339 ,Regolare Fedele,40.22222222222222,9,72.0,M,True
PRR363 ,Occasionale,8.0,1,81.0,F,False
PRR364 ,Occasionale,2.0,1,90.0,M,False
PRR366 ,Occasionale,2.0,1,81.0,F,False
PRR382 ,Occasionale,4.0,1,87.0,F,False
PRR384 ,Sociale,20.0,7,79.0,M,True
PRR393 ,Sociale,14.5,2,73.0,M,False
PRR394 ,Sociale,27.166666666666668,6,79.0,F,False
PRR395 ,Regolare Fedele,60.6,5,83.0,F,False
PRR397 ,Regolare Fedele,32.666666666666664,9,55.0,M,True
PRR398 ,Occasionale,2.0,1,91.0,F,False
PRR401 ,Occasionale,1.0,1,65.0,M,False
PRR405 ,Regolare Fedele,42.75,4,72.0,M,False
PRR407 ,Occasionale,2.0,1,53.0,M,False
PRR411 ,Regolare,44.666666666666664,3,86.0,M,False
PRR413 ,Occasionale,3.5,4,73.0,F,True
PRR415 ,Regolare Fedele,41.125,8,85.0,M,True
PRR419 ,Occasionale,1.5,2,83.0,M,False
PRR420 ,Sociale,23.88888888888889,9,65.0,M,True
PRR429 ,Occasionale,2.0,1,19.0,M,False
PRR430 ,Occasionale,1.0,1,17.0,M,False
PRR432 ,Occasionale,2.0,1,25.0,M,False
PRR433 ,Occasionale,2.0,1,25.0,F,False
PRR434 ,Occasionale,2.0,1,17.0,F,False
PRR435 ,Occasionale,1.0,1,17.0,M,False
PRR437 ,Occasionale,1.0,1,23.0,M,False
PRR447 ,Sociale,14.5,2,67.0,F,True
PRR455 ,Sociale,10.0,1,66.0,F,False
PRR458 ,Occasionale,1.0,1,83.0,F,False
PRR461 ,Sociale,15.0,1,54.0,F,False
PRR463 ,Regolare,117.66666666666667,3,47.0,F,True
PRR464 ,Regolare,39.0,3,50.0,M,True
PRR467 ,Occasionale,4.0,3,57.0,M,True
PRR469 ,Occasionale,1.0,1,13.0,F,True
PRR470 ,Occasionale,2.0,1,15.0,M,False
PRR472 ,Sociale,10.0,1,63.0,F,True
PRR474 ,Sociale,10.0,1,21.0,F,True
PRR477 ,Occasionale,9.0,1,67.0,M,True
PRR478 ,Sociale,15.0,1,67.0,M,True
PRR479 ,Regolare,38.0,1,53.0,M,True
PRR481 ,Occasionale,6.0,1,59.0,M,True
PRS006 ,Agonista Attivo,76.77777777777777,9,88.0,F,True
PRS007 ,Agonista Attivo,52.0,4,96.0,F,False
PRS009 ,Regolare Fedele,50.5,4,83.0,F,False
PRS012 ,Sociale,29.0,3,78.0,F,True
PRS013 ,Regolare Fedele,40.333333333333336,9,84.0,F,True
PRS021 ,Sociale,13.8,5,79.0,F,True
PRS027 ,Sociale,21.0,1,83.0,F,False
PRS029 ,Regolare Fedele,32.4,5,77.0,F,True
PRS039 ,Sociale,17.75,4,88.0,F,True
PRS042 ,Regolare Fedele,65.0,9,85.0,F,True
PRS043 ,Sociale,25.0,4,87.0,F,True
PRS049 ,Occasionale,2.0,1,76.0,F,False
PRS055 ,Regolare Fedele,77.33333333333333,9,81.0,F,True
PRS060 ,Regolare Fedele,139.88888888888889,9,88.0,F,True
PRS062 ,Sociale,24.88888888888889,9,68.0,F,True
PRS064 ,Sociale,12.75,4,89.0,F,False
PRS067 ,Sociale,25.444444444444443,9,79.0,F,True
PRS071 ,Occasionale,2.0,1,87.0,F,False
PRS075 ,Sociale,23.444444444444443,9,80.0,M,True
PRS087 ,Occasionale,5.0,1,82.0,F,False
PRS089 ,Regolare Fedele,109.22222222222223,9,79.0,F,True
PRS096 ,Occasionale,3.6666666666666665,3,76.0,F,True
PRS114 ,Regolare Fedele,44.25,4,85.0,F,False
PRS135 ,Super Agonista,100.33333333333333,9,75.0,F,True
PRS158 ,Occasionale,1.0,1,18.0,M,False
PRS159 ,Occasionale,1.0,1,15.0,F,False
PRS160 ,Occasionale,2.0,1,17.0,F,False
PRS165 ,Regolare,68.0,3,65.0,F,True
PRT004 ,Regolare Fedele,39.666666666666664,9,81.0,M,True
PRT007 ,Regolare Fedele,44.111111111111114,9,56.0,M,True
PRT013 ,Regolare Fedele,39.125,8,82.0,M,True
PRT016 ,Occasionale,1.0,1,87.0,M,False
PRT018 ,Sociale,12.4,5,84.0,F,False
PRT022 ,Agonista Attivo,58.77777777777778,9,67.0,F,True
PRT026 ,Sociale,12.333333333333334,3,84.0,M,False
PRT027 ,Super Agonista,410.0,4,83.0,M,False
PRT028 ,Regolare Fedele,36.0,4,73.0,M,False
PRT033 ,Regolare Fedele,31.5,6,92.0,M,False
PRT037 ,Agonista Attivo,65.88888888888889,9,75.0,M,True
PRT038 ,Agonista Attivo,69.88888888888889,9,76.0,F,True
PRT051 ,Sociale,11.75,8,83.0,F,True
PRT061 ,Regolare Fedele,30.2,5,80.0,F,False
PRT065 ,Occasionale,2.5,2,78.0,M,False
PRT069 ,Sociale,14.0,1,87.0,M,False
PRT070 ,Occasionale,1.0,1,26.0,F,False
PRT071 ,Regolare Fedele,77.875,8,62.0,F,True
PRT076 ,Occasionale,7.0,2,59.0,F,False
PRT077 ,Regolare Fedele,47.25,4,82.0,M,True
PRT078 ,Occasionale,4.666666666666667,3,67.0,F,True
PRT079 ,Occasionale,2.0,3,58.0,F,True
PRT096 ,Sociale,11.5,2,71.0,F,True
PRT116 ,Sociale,27.0,9,83.0,F,True
PRT117 ,Regolare Fedele,59.888888888888886,9,74.0,F,True
PRT120 ,Regolare,34.0,3,88.0,F,True
PRT132 ,Sociale,23.375,8,79.0,F,True
PRT139 ,Sociale,10.0,6,71.0,M,True
PRT147 ,Occasionale,7.333333333333333,3,85.0,M,False
PRT151 ,Occasionale,8.25,4,67.0,M,False
PRT158 ,Agonista Attivo,191.33333333333334,6,89.0,M,False
PRT162 ,Regolare Fedele,36.666666666666664,9,69.0,M,True
PRT164 ,Sociale,25.11111111111111,9,58.0,M,True
PRT167 ,Sociale,22.0,8,73.0,F,True
PRT185 ,Regolare Fedele,78.57142857142857,7,77.0,F,True
PRT189 ,Super Agonista,139.66666666666666,9,69.0,M,True
PRT200 ,Occasionale,8.0,1,87.0,M,False
PRT211 ,Super Agonista,101.55555555555556,9,37.0,M,True
PRT219 ,Regolare Fedele,61.888888888888886,9,70.0,F,True
PRT226 ,Occasionale,1.0,1,80.0,M,False
PRT229 ,Sociale,10.0,2,67.0,F,False
PRT232 ,Occasionale,4.0,6,70.0,F,False
PRT236 ,Occasionale,1.0,1,69.0,F,False
PRT243 ,Regolare Fedele,36.333333333333336,9,57.0,M,True
PRT246 ,Sociale,20.8,5,63.0,M,False
PRT250 ,Occasionale,1.6666666666666667,3,78.0,M,False
PRT251 ,Occasionale,3.3333333333333335,3,51.0,M,False
PRT257 ,Occasionale,1.5,2,20.0,M,False
PRT261 ,Occasionale,1.0,2,19.0,F,False
PRT262 ,Occasionale,1.0,1,,M,False
PRT263 ,Occasionale,8.0,2,74.0,F,False
PRT265 ,Occasionale,1.0,1,17.0,M,False
PRT267 ,Occasionale,7.0,1,19.0,M,False
PRT278 ,Occasionale,1.0,1,64.0,M,True
PRV011 ,Occasionale,2.75,4,79.0,F,False
PRV046 ,Occasionale,8.0,7,63.0,F,False
PRV048 ,Sociale,11.333333333333334,6,63.0,M,False
PRV053 ,Occasionale,7.0,1,75.0,M,False
PRV057 ,Sociale,10.666666666666666,3,74.0,F,True
PRV058 ,Occasionale,2.0,1,62.0,F,False
PRV059 ,Occasionale,1.0,1,72.0,M,True
PRX002 ,Occasionale,3.0,1,26.0,M,False
PRY002 ,Sociale,16.714285714285715,7,39.0,F,True
PRY011 ,Occasionale,3.5,2,72.0,F,False
PRZ003 ,Occasionale,8.333333333333334,3,89.0,M,False
PRZ005 ,Occasionale,5.0,3,83.0,M,True
PRZ011 ,Sociale,24.0,2,93.0,M,False
PRZ016 ,Occasionale,1.6666666666666667,3,84.0,M,False
PRZ017 ,Regolare Fedele,35.375,8,54.0,F,True
PRZ019 ,Regolare Fedele,33.22222222222222,9,77.0,F,True
PRZ023 ,Occasionale,4.4,5,74.0,F,False
PRZ027 ,Sociale,16.75,8,65.0,M,True
PRZ029 ,Occasionale,4.0,3,90.0,M,False
PRZ032 ,Regolare Fedele,34.0,6,68.0,M,True
PRZ033 ,Occasionale,4.5,2,72.0,F,False
PRZ037 ,Sociale,29.166666666666668,6,78.0,M,False
PRZ046 ,Regolare Fedele,31.0,4,85.0,F,False
PRZ049 ,Sociale,27.75,8,57.0,F,True
PRZ053 ,Sociale,22.0,8,90.0,F,False
PRZ054 ,Sociale,28.77777777777778,9,69.0,F,True
PRZ069 ,Regolare Fedele,48.333333333333336,9,75.0,M,True
PRZ071 ,Agonista Attivo,62.375,8,75.0,M,True
PRZ073 ,Regolare,61.0,3,93.0,M,False
PRZ078 ,Occasionale,4.0,1,85.0,F,False
PRZ092 ,Occasionale,1.5,2,58.0,F,True
PRZ096 ,Occasionale,1.5,2,69.0,F,False
PRZ111 ,Regolare Fedele,39.75,4,83.0,M,False
PRZ114 ,Occasionale,9.125,8,63.0,M,True
PRZ120 ,Regolare Fedele,35.75,4,76.0,M,False
PRZ124 ,Occasionale,2.5,2,76.0,F,False
PRZ125 ,Sociale,11.0,4,78.0,M,False
PRZ126 ,Regolare,40.666666666666664,3,49.0,M,False
PRZ129 ,Sociale,19.333333333333332,3,79.0,M,False
PRZ130 ,Occasionale,6.0,8,63.0,F,True
PRZ138 ,Sociale,11.5,4,67.0,F,True
PRZ139 ,Regolare Fedele,30.75,4,72.0,M,True
PRZ140 ,Nuovo Entusiasta,57.0,2,69.0,F,True
PRZ142 ,Occasionale,2.0,1,66.0,F,True
PRZ145 ,Occasionale,3.0,1,73.0,M,True
PSB002 ,Regolare Fedele,41.22222222222222,9,56.0,M,True
PSC002 ,Super Agonista,113.28571428571429,7,80.0,M,False
PSC003 ,Sociale,10.222222222222221,9,72.0,M,True
PSC005 ,Regolare Fedele,64.55555555555556,9,82.0,F,True
PSC013 ,Agonista Attivo,88.11111111111111,9,77.0,M,True
PSC016 ,Regolare Fedele,46.142857142857146,7,88.0,M,False
PSC031 ,Occasionale,1.0,1,71.0,F,False
PSC032 ,Occasionale,9.666666666666666,9,59.0,F,True
PSC039 ,Sociale,17.6,5,81.0,M,False
PSC040 ,Regolare Fedele,33.5,4,86.0,M,False
PSC044 ,Sociale,26.666666666666668,3,73.0,F,False
PSC047 ,Sociale,22.0,1,47.0,M,False
PSC052 ,Regolare Fedele,64.14285714285714,7,81.0,F,False
PSC060 ,Regolare Fedele,60.4,5,88.0,M,False
PSC066 ,Sociale,14.333333333333334,3,90.0,M,False
PSC072 ,Sociale,27.666666666666668,3,84.0,M,False
PSC094 ,Occasionale,1.6666666666666667,3,76.0,F,False
PSC116 ,Sociale,22.8,5,77.0,M,False
PSC124 ,Occasionale,4.444444444444445,9,44.0,F,True
PSC128 ,Occasionale,3.0,1,51.0,M,False
PSC129 ,Occasionale,1.0,1,25.0,F,False
PSC130 ,Occasionale,5.5,2,19.0,M,False
PSC134 ,Occasionale,1.0,1,24.0,M,False
PSC137 ,Occasionale,1.0,1,77.0,M,False
PSC138 ,Sociale,20.0,4,67.0,M,True
PSC139 ,Occasionale,1.5,2,18.0,M,False
PSC140 ,Occasionale,1.0,2,56.0,F,False
PSC145 ,Occasionale,1.0,1,24.0,F,True
PSD006 ,Occasionale,4.0,1,74.0,F,False
PSD007 ,Agonista Attivo,50.75,4,56.0,M,True
PSD009 ,Regolare Fedele,33.4,5,52.0,M,False
PSD018 ,Regolare Fedele,47.22222222222222,9,71.0,F,True
PSD029 ,Regolare Fedele,215.75,4,98.0,F,False
PSD036 ,Regolare,31.5,2,63.0,M,False
PSD050 ,Occasionale,1.0,2,91.0,F,False
PSD068 ,Regolare Fedele,43.75,4,89.0,F,False
PSD072 ,Occasionale,6.0,7,81.0,M,True
PSD075 ,Agonista Attivo,97.88888888888889,9,69.0,F,True
PSD077 ,Regolare Fedele,33.77777777777778,9,65.0,M,True
PSD078 ,Sociale,29.77777777777778,9,54.0,M,True
PSD079 ,Occasionale,4.333333333333333,3,59.0,M,False
PSD080 ,Regolare Fedele,35.666666666666664,6,86.0,M,False
PSF002 ,Occasionale,5.0,1,64.0,F,False
PSG005 ,Regolare Fedele,32.333333333333336,9,73.0,M,True
PSG009 ,Occasionale,1.75,8,78.0,M,True
PSG017 ,Occasionale,7.0,1,42.0,M,False
PSG018 ,Nuovo Entusiasta,177.0,2,69.0,M,True
PSG021 ,Sociale,11.0,2,73.0,M,True
PSG023 ,Occasionale,8.5,2,70.0,M,True
PSG028 ,Occasionale,5.0,2,73.0,M,True
PSG032 ,Sociale,20.4,5,95.0,M,False
PSG034 ,Sociale,19.5,8,78.0,M,False
PSG045 ,Occasionale,2.0,1,96.0,M,False
PSG052 ,Occasionale,2.0,1,22.0,F,False
PSH002 ,Sociale,22.25,4,78.0,M,False
PSK003 ,Occasionale,4.0,1,58.0,M,False
PSL002 ,Occasionale,2.0,1,90.0,M,False
PSL012 ,Regolare Fedele,89.77777777777777,9,73.0,F,True
PSL014 ,Super Agonista,141.44444444444446,9,78.0,F,True
PSL015 ,Sociale,12.0,1,78.0,M,False
PSL040 ,Sociale,15.6,5,72.0,M,True
PSL042 ,Sociale,15.142857142857142,7,81.0,M,False
PSL043 ,Occasionale,3.5,2,64.0,F,False
PSL044 ,Regolare,186.66666666666666,3,78.0,M,False
PSL046 ,Sociale,20.0,1,65.0,F,False
PSL057 ,Occasionale,8.0,1,86.0,F,False
PSL061 ,Sociale,21.0,2,65.0,M,True
PSL062 ,Regolare Fedele,80.44444444444444,9,75.0,F,True
PSL064 ,Regolare Fedele,31.444444444444443,9,83.0,M,True
PSL065 ,Regolare Fedele,35.0,4,83.0,M,False
PSL068 ,Sociale,19.5,6,66.0,F,True
PSL080 ,Regolare Fedele,43.44444444444444,9,64.0,F,True
PSL090 ,Sociale,16.0,1,75.0,M,False
PSL102 ,Regolare Fedele,76.33333333333333,9,80.0,F,True
PSL105 ,Super Agonista,169.55555555555554,9,72.0,F,True
PSL110 ,Agonista Attivo,51.375,8,70.0,M,True
PSL123 ,Occasionale,8.0,1,78.0,F,False
PSL136 ,Sociale,12.5,2,81.0,M,False
PSL144 ,Agonista Attivo,100.44444444444444,9,88.0,F,True
PSL150 ,Regolare Fedele,62.22222222222222,9,85.0,F,True
PSL153 ,Regolare Fedele,69.0,9,76.0,F,True
PSL169 ,Occasionale,5.0,1,66.0,M,False
PSL172 ,Regolare Fedele,66.83333333333333,6,87.0,F,True
PSL179 ,Agonista Attivo,51.375,8,61.0,F,True
PSL183 ,Sociale,12.5,2,66.0,F,False
PSL184 ,Sociale,19.0,4,89.0,M,False
PSL187 ,Sociale,20.333333333333332,3,71.0,F,False
PSL190 ,Occasionale,3.0,1,87.0,F,False
PSL194 ,Regolare Fedele,42.333333333333336,9,79.0,M,True
PSL196 ,Occasionale,7.75,4,54.0,M,False
PSL197 ,Sociale,18.333333333333332,3,80.0,F,True
PSL199 ,Regolare Fedele,90.44444444444444,9,75.0,M,True
PSL209 ,Regolare Fedele,46.5,6,79.0,M,True
PSL210 ,Sociale,15.666666666666666,6,67.0,F,True
PSL212 ,Occasionale,1.0,1,17.0,F,False
PSL215 ,Occasionale,4.0,1,69.0,M,False
PSL217 ,Occasionale,2.5,2,65.0,M,False
PSL218 ,Occasionale,2.0,1,69.0,F,False
PSL219 ,Occasionale,8.5,2,73.0,F,True
PSL220 ,Occasionale,3.0,2,16.0,M,True
PSL222 ,Occasionale,1.0,1,17.0,M,True
PSL224 ,Occasionale,1.0,1,64.0,F,True
PSM001 ,Regolare Fedele,43.77777777777778,9,72.0,M,True
PSM003 ,Occasionale,1.0,1,78.0,M,False
PSM004 ,Regolare,55.333333333333336,3,70.0,M,False
PSM007 ,Occasionale,8.0,2,68.0,M,True
PSN001 ,Sociale,17.0,9,76.0,M,True
PSN002 ,Occasionale,9.666666666666666,3,101.0,F,False
PSN003 ,Occasionale,2.0,3,67.0,M,False
PSN006 ,Regolare Fedele,45.142857142857146,7,88.0,F,False
PSN009 ,Occasionale,9.5,2,74.0,F,False
PSN013 ,Regolare Fedele,35.666666666666664,9,71.0,M,True
PSN014 ,Super Agonista,256.55555555555554,9,72.0,M,True
PSN016 ,Super Agonista,91.88888888888889,9,76.0,F,True
PSN018 ,Sociale,14.5,6,71.0,F,False
PSN019 ,Regolare,56.0,3,86.0,M,False
PSN024 ,Regolare Fedele,63.22222222222222,9,73.0,F,True
PSN036 ,Occasionale,9.857142857142858,7,84.0,M,True
PSN037 ,Occasionale,4.0,2,68.0,F,False
PSN038 ,Occasionale,1.5,4,73.0,M,False
PSN041 ,Regolare Fedele,38.111111111111114,9,76.0,F,True
PSN049 ,Agonista Attivo,57.111111111111114,9,68.0,F,True
PSN050 ,Occasionale,9.5,6,71.0,F,True
PSN051 ,Occasionale,4.0,1,60.0,F,False
PSN052 ,Sociale,28.285714285714285,7,71.0,F,True
PSN067 ,Regolare Fedele,71.11111111111111,9,90.0,F,True
PSN071 ,Sociale,26.0,9,80.0,F,True
PSN080 ,Regolare Fedele,90.75,4,85.0,F,False
PSN097 ,Occasionale,2.0,2,79.0,F,False
PSN099 ,Sociale,22.5,4,89.0,M,False
PSN101 ,Regolare Fedele,40.333333333333336,9,88.0,F,True
PSN102 ,Regolare,34.0,1,42.0,F,False
PSN116 ,Occasionale,4.0,6,94.0,F,False
PSN120 ,Occasionale,4.0,1,68.0,M,False
PSN127 ,Agonista Attivo,58.77777777777778,9,63.0,M,True
PSN161 ,Occasionale,1.0,1,43.0,M,False
PSN162 ,Regolare Fedele,47.5,4,92.0,M,False
PSN166 ,Occasionale,9.714285714285714,7,79.0,M,True
PSN178 ,Occasionale,2.0,1,66.0,M,False
PSN183 ,Regolare Fedele,33.111111111111114,9,69.0,M,True
PSN191 ,Sociale,15.0,4,99.0,F,False
PSN197 ,Sociale,20.88888888888889,9,67.0,F,True
PSN198 ,Sociale,26.571428571428573,7,80.0,F,False
PSN206 ,Regolare,30.333333333333332,3,66.0,F,True
PSN209 ,Agonista Attivo,75.33333333333333,9,72.0,F,True
PSN214 ,Regolare,30.0,1,69.0,F,True
PSN224 ,Occasionale,5.0,6,85.0,F,True
PSN226 ,Regolare Fedele,34.75,8,80.0,F,True
PSN229 ,Regolare,33.333333333333336,3,76.0,F,False
